Gene.symbol	logFC
HACD1	-0.30067508
AMFR	-0.300677975
SCYL2	-0.3007237066666667
PALM3	-0.30083475
TSPAN11	-0.3008351
XPO5	-0.3008775
ZDHHC5	-0.30104165
TMEM14B	-0.30104305
UBE2NL	-0.30109358
PCAT6	-0.30111179
LRRC45	-0.3011902
RAD18	-0.3012915525
TBCE	-0.301298285
GTF3C1	-0.301524025
SYCP2	-0.30173103
ARMC2	-0.3017346
KIR2DL4	-0.30174682333333336
ADCK5	-0.30179631
TTC22	-0.3019533625
HTR2B	-0.30198247
SNORA72	-0.30240747
TM9SF1	-0.30250357499999997
CECR1	-0.30253647
KCNAB3	-0.3026096
SUMO1	-0.30267589
MYL12A	-0.3027104725
SFTA2	-0.30272216
C11orf16	-0.3027983
CCDC77	-0.30299514
CATSPER1	-0.3030134
PRDX4	-0.30303164
ZNF649	-0.30304257
RC3H2	-0.3033586442857143
RBBP4	-0.30336324666666664
IL15RA	-0.30340361
PDE7A	-0.30342495
MGAT4B	-0.30355188499999997
SCAMP3	-0.30372948
RBBP9	-0.30377146499999996
GPD2	-0.30380440666666664
PRPSAP1	-0.303845945
PROM2	-0.303893014
LYRM5	-0.304157965
SUCLA2	-0.30418253
COA7	-0.30431078
UBL5	-0.30431191
KIR2DS1	-0.304525135
ABHD17B	-0.30474476
CALML4	-0.304865074
THAP9-AS1	-0.30493289
SMKR1	-0.30507186
LUZP4	-0.30510512
CXCR1	-0.30517538
VARS	-0.305214385
CYFIP1	-0.30542096
SERTAD3	-0.30555584
CRY1	-0.30560604
EFTUD2	-0.30568154999999997
SLC25A40	-0.305850865
UBAP2L	-0.3060277125
TMEM232	-0.3060355433333333
LRRC6	-0.306047305
NOLC1	-0.30623424666666665
FBN3	-0.30628324
COPB2	-0.30635155000000003
ANXA2	-0.3064431475
SEH1L	-0.306617675
IDO2	-0.30667391
ASCC1	-0.30674546999999996
ACAD8	-0.30679103
EFNA4	-0.30685435
SPNS1	-0.30694044
GTPBP3	-0.3072192
PCBD2	-0.3076144866666667
LPCAT3	-0.307635625
ATP11A	-0.30766515166666664
NBPF20	-0.30768013
SFPQ	-0.30773284
ZNF681	-0.307752025
DNAH10	-0.30783280333333335
FAM83B	-0.307879095
TRIM32	-0.307922285
ALG14	-0.30808789
TBC1D31	-0.308111035
CIART	-0.30811556
LARP1B	-0.30815724833333336
MYOC	-0.3081691
RASSF10	-0.30817777
ZNF808	-0.30822815
KLHL14	-0.30823180333333333
HHATL	-0.30833143
TTC9	-0.308353245
COG4	-0.30840603
NOA1	-0.30843358
DGAT1	-0.30852514
IQUB	-0.30861684
ELAVL1	-0.30933369499999996
TOR3A	-0.309385075
BSG	-0.30940569
BRINP2	-0.30947681
SUGP2	-0.30965913
ADH5	-0.309771165
SLC25A20	-0.30982406
COX6A1	-0.30992016499999997
ZBTB18	-0.30999683499999997
NDUFA3	-0.31003302
REPS2	-0.31021401666666665
PPP1R8	-0.31028156
FAM214A	-0.310455715
CLIC4	-0.31048308
DERL2	-0.31051858
ZNF317	-0.310589385
ARID1A	-0.3106573975
DECR2	-0.31076287
COQ5	-0.31085574
NSUN4	-0.310903765
HERPUD1	-0.31090547999999996
CASP3	-0.31095417
ATP13A1	-0.31097307
UQCC2	-0.311075
ZBED3	-0.311258885
LCE1E	-0.311364
VRK2	-0.31136685
ACTR1A	-0.311398995
COL5A2	-0.311467845
GCAT	-0.31156325500000004
PHOSPHO2	-0.31166655
CLCC1	-0.31177827
AP3B1	-0.31179309
CPSF6	-0.31180562333333334
ANKRD35	-0.3119182
TMBIM6	-0.31203777
TMEM165	-0.31206499666666665
TESMIN	-0.31216657999999997
SERPINB5	-0.31218061
RANBP1	-0.31223688666666666
TTTY13	-0.31231777
NEUROD4	-0.31237817
TRA2B	-0.3123826575
H1FX	-0.31240327
KIAA0753	-0.31240698
KIAA0391	-0.31265944
LHPP	-0.31289162
BLMH	-0.31292453
PRPF4	-0.312998015
SCNN1B	-0.31304229
PTPMT1	-0.313085995
TRIM28	-0.3131627
HNRNPK	-0.31320445
MAD1L1	-0.31347257
PCSK1N	-0.31374484
POLR2K	-0.313779155
SLC45A1	-0.31379267
COA4	-0.31391195
PARP4	-0.31410005
NUP62	-0.31410957333333334
NUP93	-0.31427915
NAXE	-0.31429368
AKAP7	-0.31434316
ZSWIM6	-0.31454776
DLK2	-0.31458822
GLYATL2	-0.3146036
SEMA4B	-0.31469037
SF3B5	-0.31474487
ESCO2	-0.31494672
GSPT1	-0.31503554333333333
FARSA	-0.31511845
NFYA	-0.315171135
MFSD14C	-0.31544332
CLK2	-0.31554182
VHL	-0.31559887999999997
DEK	-0.31570786
CDK10	-0.31574058
PNPT1	-0.31585803
SRY	-0.31598106
TOMM22	-0.3160919466666667
IFT22	-0.31616513
GUF1	-0.316201215
LKAAEAR1	-0.31624031
SAMD3	-0.316329305
RMND1	-0.316393365
CBLC	-0.31679573499999997
TMEM168	-0.31680732
OFD1	-0.316807635
SMCO3	-0.31682269
AFDN	-0.3168568442857143
NUBP2	-0.31698254
PLOD3	-0.31711291
NCBP2-AS2	-0.31711986
NUP35	-0.31718691
IGSF8	-0.31748767
CLEC11A	-0.31759519666666663
CCDC117	-0.31788554
TMEM252	-0.31797728
CCDC65	-0.3180370066666667
ZBTB38	-0.318060022
ADPGK	-0.31815924
TOPBP1	-0.31816058
SLC22A18	-0.31821931
FKBP14	-0.31828574666666665
SPDL1	-0.3183317
IER3IP1	-0.31850378
CECR5	-0.31880692
FAM83F	-0.31880967
HDAC3	-0.31882997
TM9SF4	-0.31887807
ARNTL2	-0.31889157333333334
MRPL28	-0.31890194
IFT122	-0.319001935
SHQ1	-0.31935452
P4HTM	-0.31960649
GCC2-AS1	-0.31966055
NCBP2	-0.319893925
ACTR3C	-0.32002708
PSMA5	-0.32013542500000003
GDE1	-0.32020336000000005
WDR92	-0.32054514
ANAPC11	-0.32067332
DLG1	-0.32086207714285714
KCNE1	-0.320884705
SET	-0.321086665
CCDC124	-0.321378575
SPATS1	-0.32144951
ZNF134	-0.32146969
MRPL24	-0.32183216
MEN1	-0.3219833
MLEC	-0.32235201999999996
MIR4296	-0.32259443
CFAP157	-0.3226949766666667
PRKAG1	-0.32278253
TSC2	-0.32301434
ZNF738	-0.32309146499999997
CELSR3	-0.323107805
DUSP7	-0.32317163000000004
CRLF1	-0.32333687
CTDSPL2	-0.32335380750000003
CASP7	-0.32341145
KARS	-0.32376461
VWA3A	-0.32376577
BDH1	-0.323840845
ATP5D	-0.32392527
GFM1	-0.32392546333333333
IDI2	-0.32393356
PLEKHB2	-0.32398695
RAVER1	-0.32404417
YIF1B	-0.32414119750000003
ATP1B3	-0.3244515333333333
DNAAF5	-0.324473225
CST2	-0.32467240000000003
AGBL5	-0.32480999
TMEM220	-0.3249613
C21orf58	-0.32530301500000003
RUNX1T1	-0.3255751314285714
PLEKHS1	-0.32573127999999996
TSGA10	-0.3260045375
ATOX1	-0.32607548
FKBP1B	-0.3262788
OSBPL10	-0.326417176
CKAP4	-0.32643065
COPS6	-0.32649997
KIR3DS1	-0.32651469
C11orf70	-0.32673077
CHAD	-0.32675421
ITIH2	-0.32676082
CNTN4	-0.32687082
CHAT	-0.32691077
CFL1	-0.3269445325
SLC22A4	-0.32719246
CLUAP1	-0.32720225000000003
PSME1	-0.32723707
BET1	-0.32733087
PGAM1	-0.32778514
ZDHHC2	-0.32786038
CST4	-0.32786343
TCTN3	-0.328254335
ISLR	-0.32835256
COASY	-0.32864714
C17orf97	-0.32876714
RNF39	-0.32898638
GNG5	-0.32898711
MIOS	-0.32917946
METTL1	-0.32921299
PRAMEF11	-0.32939478
TDP1	-0.3294302733333333
TPMT	-0.3295711533333333
MED11	-0.32964396
DLGAP1-AS3	-0.32983789
LDAH	-0.32996482666666666
DUS1L	-0.3300334
PACSIN1	-0.330289695
SEC11A	-0.330306385
ATP5J	-0.33034564
CCT7	-0.33042194
HOMER1	-0.330554475
GMDS	-0.33064787333333334
KIR2DS3	-0.33065116
KCNG3	-0.330672685
PDHA1	-0.33079352333333334
RIPK3	-0.33087509
EXOG	-0.3309113633333333
WDR89	-0.33096206666666667
ITPK1-AS1	-0.33125003
RNF138	-0.33126784
PRR7	-0.33159927
MAEA	-0.33167316
LNX1	-0.33169107
TRAM1	-0.33178716666666663
DNAJB13	-0.33195046500000003
CETP	-0.33198396
SHKBP1	-0.33208356
EPPK1	-0.332163682
TAF1A-AS1	-0.33239993
ARFGEF1	-0.3325652533333333
GPN1	-0.33256543
PLEKHG6	-0.33268709
TICRR	-0.33270013
IDH1-AS1	-0.33282028
TMEM214	-0.33286408
COL28A1	-0.33295553499999997
ZNF629	-0.3330276
GNAS	-0.333035755
GUSBP4	-0.33306401
ARRDC1	-0.33318425
IGSF9	-0.33324884
AIF1L	-0.33325641
GMPPA	-0.33328949
TMEM117	-0.33335613
COQ4	-0.33341796
RNF144B	-0.3334222225
TCERG1	-0.33342955
SNRPE	-0.33355526333333335
MRPL30	-0.33363142
SF3B4	-0.33389217
DHX33	-0.33393276
UFD1L	-0.33423554
FAM206A	-0.33423811
NAT2	-0.33432809
ISL1	-0.33458768
SRSF1	-0.3346512725
ANKRD30BP2	-0.33475299
NUP107	-0.33475953
MCOLN2	-0.334923625
ACP1	-0.3349975775
ARMC6	-0.33513006
RMND5A	-0.33532443333333334
RASSF2	-0.33541135
RNPS1	-0.33600178000000003
KRT10	-0.33622983333333334
EPS8L2	-0.33652691
ABCB10	-0.33676897
SNRPC	-0.33678815
AZIN1	-0.33698047666666664
SEMA4D	-0.33719129999999997
OR51B4	-0.33721283
SYNGR2	-0.337277505
SUMF1	-0.33736715
FKBP2	-0.33741469
NAALAD2	-0.337490086
EPHB1	-0.33772710333333333
LARP4B	-0.3377798185714286
WASIR2	-0.33778277
UBASH3B	-0.337995256
ASH1L-AS1	-0.33804575
TSKU	-0.33808939
ETHE1	-0.33811007
PRMT5	-0.33818934666666667
NICN1	-0.33829757
NAT10	-0.33841057
MAP1LC3A	-0.33889972333333335
UBE2M	-0.338952
ECH1	-0.33900242
EPHB6	-0.33916192
ATP8A2	-0.33919331333333336
TRIM26	-0.33923505
TRMT10C	-0.33924819
HMMR-AS1	-0.33934674
RBM15B	-0.33939042
MRPS18A	-0.339600445
TFPT	-0.33962117000000003
AHCYL2	-0.339629085
ARHGAP17	-0.33968466
ALG5	-0.3397623066666667
APEH	-0.33987394
DENND2D	-0.33987646
GTF2H3	-0.340055405
ATP8B1	-0.340232725
TMEM184A	-0.34025093500000003
PTBP2	-0.340306025
PIGZ	-0.34030642
RBM28	-0.34057857
RTN2	-0.34061073
LRTOMT	-0.34066898
ADAT2	-0.340694955
MLF2	-0.34075511000000003
ACTR2	-0.34075835285714284
SMIM12	-0.34081081
HIST1H2BD	-0.340813105
NTN1	-0.34088927333333335
PRTFDC1	-0.34113741
WBSCR27	-0.341241
KIAA1211	-0.34175450333333335
ARMCX3	-0.341760665
G3BP2	-0.34177115
ZNF428	-0.34180628
C1orf122	-0.34181867
ATP6V0B	-0.34191048
MZT1	-0.3419569
MPDU1	-0.34201056
NHSL1	-0.342025138
CDC23	-0.34226267
SAP130	-0.34230159
CENPQ	-0.3423566
FAM65C	-0.34236260500000004
CD276	-0.3423958366666667
SLC35A4	-0.34241675
CAMKMT	-0.34249812
ERP29	-0.34264799
DCAF12	-0.34266037
GLIPR1	-0.342705074
LFNG	-0.34273989000000005
BAX	-0.342755235
ARMCX6	-0.34286671
ANKRD45	-0.34287176
DDN	-0.34302213
RNF26	-0.34317046
TNFRSF10A	-0.34317480333333333
SLC27A4	-0.343234
PREX1	-0.34327482
DDX41	-0.34340107
NUFIP1	-0.3434198566666667
CTC-338M12.4	-0.343986685
MYSM1	-0.34406997333333333
ELP5	-0.34407001000000004
DTYMK	-0.344108368
TOB1	-0.34436484
BCAS3	-0.34449875
ANAPC15	-0.34453898
PARP2	-0.34454573
KAT7	-0.34456945
RANGAP1	-0.34465665333333334
C16orf91	-0.3448221
SMPD2	-0.34483449
ARPC5L	-0.344884185
DNAJA4	-0.3449941125
CDK7	-0.34509655
CASP8	-0.3451356333333333
MTX1	-0.34519202
ZNF490	-0.34543202
ENY2	-0.3454484
CNOT10	-0.34556887
PSMB4	-0.34582868666666666
CCDC86	-0.34606596
ANP32A-IT1	-0.34668359
RADIL	-0.34669412
HIP1R	-0.3472974133333333
AKAP14	-0.34741164
GTF2IRD1	-0.34749998
HSBP1	-0.347565615
SAMD4A	-0.3477682375
ZEB1-AS1	-0.34777686
CHIC2	-0.34785298
MYL6B	-0.34796983
EFNB3	-0.34813023
PIP5K1A	-0.34837125
REPIN1	-0.3484007966666667
AP2S1	-0.34862121
ETNK1	-0.3486646683333333
MRPS15	-0.3487960175
RPL7L1	-0.34897217
TTI2	-0.34920623
SPATA12	-0.34920826
TMEM33	-0.349263544
REEP3	-0.34929091
BASP1	-0.34932958000000003
TMEM8A	-0.34964207
DNAI1	-0.34989793999999996
MUC5B	-0.3500713
SV2C	-0.3502596775
GMCL1	-0.35046293
PHPT1	-0.350483565
COPG1	-0.35048955
GGT6	-0.3505925
PPP4R1	-0.35090801
PRMT1	-0.350943705
XRN2	-0.351036165
PPID	-0.35105283
ISOC2	-0.35135926
B3GALT5	-0.35139374333333334
RABEP2	-0.35157584333333336
PIH1D2	-0.35175032
KDM1B	-0.35230116499999997
PROSER2	-0.35236562000000005
NDUFAB1	-0.35242771
HIST1H3A	-0.35246273
EID2	-0.35247325
TWF1	-0.352710802
ELFN1	-0.35277433
MARK2	-0.35301641
MYCL	-0.353107285
CCDC17	-0.35314922
KIAA1524	-0.35315191
PSMD2	-0.35324446
NFXL1	-0.35341039
CPT2	-0.35370535999999997
LGALS9	-0.35370817
LUC7L2	-0.353892895
HIST1H2APS5	-0.35394224
ESPN	-0.35408897
KLF10	-0.35410483
HOXB-AS1	-0.35410946
MED4	-0.3542146
VWC2	-0.35429526
SCAMP4	-0.35437571
MDM4	-0.35462241
SARS2	-0.35491718
AKIRIN1	-0.35496182666666665
PIP5KL1	-0.35496717
OVOL1	-0.35520635
ATAD2	-0.3552653225
TAP1	-0.35527132
ZNF674-AS1	-0.355286
ANAPC5	-0.35541838166666667
TMEM178A	-0.35552186
ENSA	-0.35553459
TPM3	-0.355713766
CCT6A	-0.35579407500000004
LCN12	-0.35586607
MGRN1	-0.35604527
SDHA	-0.35607154
EEF2KMT	-0.35619981
TTC25	-0.35623277
PAK1IP1	-0.3563157
YIPF1	-0.3565904
ESX1	-0.35665821
MAGEL2	-0.35667752
PEX7	-0.35674433
AMPH	-0.35675825
AGTR2	-0.35679430333333334
PGM2L1	-0.357245688
CNOT1	-0.3575020133333333
SSR1	-0.35765441833333333
INTS9	-0.357782755
PCBP3	-0.3578309
SMARCE1	-0.35784304749999996
CEP76	-0.358125325
MISP	-0.35813905
MPLKIP	-0.35819142
CAT	-0.35826823333333335
TSHB	-0.3583181
KCNC3	-0.35857547666666667
UQCRFS1	-0.35858363
KLHL12	-0.358644725
THAP4	-0.358786155
MRPS16	-0.358789825
KBTBD12	-0.35897895
SYT14	-0.35904742
FKBP4	-0.3595131825
ARID3B	-0.35962918
LEF1-AS1	-0.359690325
HDAC1	-0.35971554
SYT13	-0.35983442499999996
TMEM147	-0.35994033
SLC30A2	-0.35996709000000005
GNL3L	-0.3600835325
SEPT2	-0.360116724
MAPRE1	-0.36022175
YTHDF3	-0.36029252500000003
CCP110	-0.360410755
GAR1	-0.36073922
ZSCAN16	-0.36091164
UBAP2	-0.36109309
HABP2	-0.36124227
SNAI1	-0.36125461
F2RL1	-0.36142869499999997
EMC4	-0.361680295
FAT1	-0.36183822
MMP14	-0.361850865
RRP36	-0.36217682500000004
NDUFA13	-0.36285053
YRDC	-0.362985575
EDEM2	-0.36306619
MRI1	-0.36306868000000003
GNAS-AS1	-0.36316575
TXNDC12	-0.36330414
VMP1	-0.36337563
PAFAH2	-0.36341217000000003
PAPOLA	-0.3634277733333333
MRPL52	-0.3635912
B9D1	-0.3636737
GCDH	-0.36367374500000005
B3GNT5	-0.36418829999999996
PPL	-0.3642134
TBCC	-0.36463945
TMEM2	-0.36470548
DLEU2	-0.3647741371428571
STARD7	-0.36480668
SLC16A1	-0.36497549199999996
SPTLC1	-0.36516017333333334
CFAP43	-0.3653492625
GALE	-0.36541682333333336
NSDHL	-0.36546436000000004
TGIF1	-0.3656268566666667
PHB	-0.36580759
ZC2HC1C	-0.36588104
NOL11	-0.36591606
ZBED6CL	-0.36607277
GTF2E1	-0.36611687
NDUFA8	-0.36626205
NARS2	-0.3663837
MFSD4B	-0.3666443966666667
TCF3	-0.36674372
TMEM97	-0.366934665
ACYP1	-0.36702905
ITPA	-0.36720326
ZNF512B	-0.36731937000000003
TMEM260	-0.367346265
SLC2A8	-0.36751269999999997
FAM109B	-0.36759274
KIR2DL1	-0.36761713
MARC1	-0.36783136
STC2	-0.367892925
UTP15	-0.36793502
HYAL2	-0.36801281
SAMM50	-0.36802810750000003
HIST1H2BE	-0.36806845
UNC79	-0.36844583
PSD4	-0.36852125
F13A1	-0.36867865
KIF27	-0.36874702
INTS7	-0.36884666666666666
VAV2	-0.36889727333333333
SPATA33	-0.36899828
HIST1H3B	-0.36959285
PLEK2	-0.36968744
RAD51D	-0.369720355
SNORA21	-0.37013768
SLC30A9	-0.37014245
FOXQ1	-0.37024453
STMN1	-0.370247515
NLN	-0.37027376500000003
GRAMD2	-0.37038673
SETD9	-0.37040024000000005
SEC11C	-0.37053835
CIB2	-0.3705739366666667
ANO9	-0.37072772
ARHGEF5	-0.37077076
PTPRF	-0.3709266175
ULK4	-0.370951525
LRRC34	-0.371084595
FA2H	-0.37116476
RASEF	-0.371170012
GTF3C2	-0.37117558333333334
EZR	-0.371381532
TPST1	-0.371452
HOTS	-0.37182043
AKR1A1	-0.37184815
MRPS17	-0.37186646
ZNF93	-0.3720395475
NUP160	-0.3724440866666667
QRSL1	-0.3726034775
CYP4B1	-0.372763135
MEX3D	-0.3730502433333333
PSMC3IP	-0.373053315
LSM1	-0.37323497
IGDCC3	-0.373239055
PROSER3	-0.37324607
SLC30A5	-0.37329672999999997
PSMD10	-0.373492205
CDYL	-0.3737882166666667
NUP85	-0.3740854
PMCH	-0.3741733
HIST1H2AJ	-0.37418573
MYEF2	-0.37431892666666666
MRPL22	-0.3744247
TMPO-AS1	-0.37457937
MED20	-0.374647495
PITPNA	-0.37474818
AQP5	-0.37491322
THTPA	-0.37511935
SLC25A24	-0.37523468
A4GALT	-0.37535897
NOXA1	-0.37552619
ERI2	-0.3755539666666667
HPRT1	-0.375571545
RBBP7	-0.37564049
AK7	-0.3757102025
YWHAQ	-0.37581495000000004
IGSF3	-0.3758386375
SPX	-0.37599492
SLC25A29	-0.3762195175
GPATCH2	-0.376256978
MIR1244-3	-0.37637214
PSMA2	-0.37645639000000003
OXSM	-0.37661059
ATAT1	-0.37696577
DYDC2	-0.37699945
FBXL19	-0.37700172
PGGT1B	-0.3770502966666667
UBBP2	-0.37709885
SPRYD4	-0.37713858
EMG1	-0.37716371
TET1	-0.377234415
DNAH5	-0.37739899
CPD	-0.3775108
PNN	-0.377616782
ATAD5	-0.37767577
CHCHD3	-0.37769512
TRIM2	-0.3777648666666667
FAM84A	-0.37777319833333334
CYP26A1	-0.37790119
ATP5A1	-0.378148145
ATP2C2	-0.37843207333333334
TTYH3	-0.378486
LRR1	-0.37856958
KIAA0040	-0.37880218
H3F3A	-0.37883612
MRPL42	-0.37903766
GGTLC1	-0.37913342
PUS1	-0.37922711
MTG1	-0.37947374
C17orf96	-0.37954509
TMEM92	-0.37958285
DUOXA1	-0.380069745
PKMYT1	-0.38012366
ZNF3	-0.380141555
ASAH2B	-0.380505035
NUDT5	-0.38051558
TM9SF2	-0.38052933
SLC7A4	-0.38075601000000003
NECTIN2	-0.380835225
CHAF1B	-0.38121402
C8orf76	-0.38145206
PCDHB14	-0.38167562
INHBC	-0.381682015
HLA-DOB	-0.38180673000000004
MRPS34	-0.38195834
ERI3	-0.38217052
CARM1	-0.38228229
TEX40	-0.38241838
MPST	-0.38242171
ZNF436-AS1	-0.38261964
RAB1B	-0.38277546
USP10	-0.38286081
STXBP2	-0.382934355
LRRC37A4P	-0.38294854
ECHDC1	-0.383067635
E2F1	-0.38314062000000004
SLC23A1	-0.38319363
ADAMTSL4	-0.38338194999999997
NDUFV2	-0.38344697
GDF15	-0.38354841333333334
ANXA5	-0.38355091
NIPSNAP1	-0.383609885
SH2D1B	-0.383728545
PTMA	-0.38385737
SCN5A	-0.38410461
CALU	-0.384156812
TES	-0.38426222666666665
OPRK1	-0.38426452
KLHL2	-0.38440565
MRPS28	-0.38467538
SMARCD2	-0.38475161
METTL13	-0.38482206
COX6B1	-0.38484051
CCL28	-0.38485541333333334
PNO1	-0.3850748
MDH1	-0.38509544
C17orf100	-0.3851899
ZDHHC9	-0.38533215
LBR	-0.38533793
PYCRL	-0.38547332
CHDH	-0.3855816942857143
STYXL1	-0.385926996
ZNF552	-0.386029235
EFCAB11	-0.38608351500000004
VBP1	-0.38613787
ARHGAP20	-0.38623733499999996
HOXA13	-0.38682397999999996
ZNF443	-0.3870193333333333
TMA7	-0.38744236
XPNPEP1	-0.38748491333333335
FOXD2	-0.38759277
EMC8	-0.38776993666666665
ATP6V1A	-0.38780473000000004
ALDH4A1	-0.387834365
UBE2D1	-0.38798837333333336
TIMM17A	-0.38799882750000003
COMMD4	-0.3881249766666667
MSANTD1	-0.38819002
TMEM69	-0.38824067
SRA1	-0.38828123
NARF	-0.388403235
C5orf49	-0.38881503
HHIP-AS1	-0.38891759
SYT17	-0.38913976
TALDO1	-0.38920793
STIM1	-0.38935248
TCEB2	-0.389457245
MRPL44	-0.38947326000000004
KYNU	-0.3896099925
SRRM4	-0.38977265333333333
MCAT	-0.38998263
SLFN12	-0.39002836
C20orf27	-0.390044795
ICMT	-0.39015638
GSTCD	-0.39015869000000003
NMUR2	-0.39021808
BANF1	-0.39048943
SRR	-0.39080307249999996
IGFBP2	-0.39080766
TOP2B	-0.39111257
ADAT1	-0.39126415
KDM7A	-0.39151197
NDUFA12	-0.39152743
LHFPL3	-0.39164683
RPS6KB2	-0.39205442
FANCC	-0.39228584
C11orf63	-0.39228793500000003
NOP2	-0.39235015
ZNF664	-0.3923832975
VDAC3	-0.3924843533333333
RPLP0	-0.392590586
ATR	-0.39297125666666666
MFAP3	-0.39331105666666666
ERN1	-0.39381683
TMEM177	-0.39451271499999996
TUFM	-0.394567565
TTC29	-0.39458514
RBM3	-0.39489254500000004
TOMM5	-0.39505967
REEP4	-0.39508158
CFAP206	-0.39529717
HSPA4	-0.39541342
NDUFB2	-0.3954423266666667
NONO	-0.3955198933333333
SMG1P5	-0.39552901
AHSA1	-0.39558197
EHHADH	-0.39600467
AMMECR1L	-0.39607408
HIST1H2AM	-0.39629221
PET117	-0.39652124
EIF3I	-0.39666707
PSMB8	-0.39667546
UNC13B	-0.39669229
PINK1-AS	-0.39672448
ADAM10	-0.3967744166666667
PON2	-0.39707343
METTL9	-0.397291615
TMEM54	-0.39734528
CPSF2	-0.39746867333333336
ARHGEF39	-0.39757338
CEP97	-0.3976285233333333
R3HDM1	-0.39768687999999996
TMEM160	-0.39783178
RRAS2	-0.39800371333333334
HCN1	-0.39811212999999995
URB1-AS1	-0.39818177
TUBGCP4	-0.398394535
ACO2	-0.39852468999999996
PRICKLE1	-0.3986406525
EBPL	-0.39864297
EIF2AK1	-0.398645885
ZNHIT1	-0.39918744
MICU2	-0.39931941
COL6A6	-0.39953039
MTFR1	-0.3995831866666667
WDR86	-0.39961246
HNRNPF	-0.39965961
OTUB2	-0.39985761666666664
LDHB	-0.39987708499999997
MNS1	-0.3998934
UXS1	-0.39989899
C5orf22	-0.39997890333333336
WDR12	-0.40000163
SNRNP25	-0.40009745
ZDHHC20	-0.40021178
COPE	-0.40024754
DNLZ	-0.4006609
RNPEP	-0.40075385
CMC1	-0.40077294
SCAND1	-0.40084533333333333
PDCL	-0.40094181
FAM198A	-0.40138826
LIPG	-0.40139899
SRSF10	-0.401730596
RAP1GAP	-0.401770555
AGAP6	-0.40203706
TIGAR	-0.40219535
SLC3A1	-0.4023565233333333
PSMC4	-0.40241088
TMPO	-0.40248395800000003
ACACA	-0.40309652500000004
SEC61B	-0.40317158999999997
CYC1	-0.40325034
TMEM59L	-0.40327964
ARL6IP1	-0.40332787
INCENP	-0.40339899
KLK4	-0.403546246
ANKRD18A	-0.40362355333333333
CDC14A	-0.403822256
ACOT7	-0.403835345
ERFE	-0.40386979
TAF6	-0.40391355
DPAGT1	-0.40421705
RFWD2	-0.40485273
P3H4	-0.404855
SRM	-0.40509785
CEP78	-0.40514465
PCAT19	-0.40520529
HOXB9	-0.40543315
NAA50	-0.4057613366666667
AP4M1	-0.40599946
PPM1G	-0.40610685
RBM23	-0.40620911
ASB16-AS1	-0.4063356
SPAG6	-0.406410815
CECR2	-0.4064472933333333
TTC26	-0.40649013749999996
PABPN1	-0.40662816
ATPIF1	-0.4066492666666667
BZW1	-0.406733995
FAM69B	-0.40700006499999997
MFN1	-0.40702478333333336
RAB11B	-0.40703388500000004
MRPL12	-0.407789315
H1F0	-0.40783512
SLC37A4	-0.40813382499999995
RNF157	-0.40820101000000003
CHTF18	-0.40835675
STOML3	-0.40866817
YKT6	-0.40873496500000006
PARD6B	-0.40879618
DAD1	-0.40887081
NIT2	-0.4089827
LRPAP1	-0.40903385333333336
SHROOM4	-0.40906051499999996
ZNF750	-0.40927562
KIAA0556	-0.40932931
BTC	-0.40939145
SLC28A2	-0.409432135
BRICD5	-0.40946644
ITGA4	-0.40950016
HNRNPL	-0.40955355000000004
MAPK6	-0.409558315
AVPR1A	-0.40987640200000003
HOXA2	-0.41012174
RNF150	-0.4102148925
ZNF440	-0.41050533666666666
DUXAP10	-0.41057206
ZNF253	-0.41058968
COL4A1	-0.41063317499999996
CHCHD2	-0.41072354
NAT14	-0.41138345
TULP4	-0.411517225
GOLGA2P5	-0.4115525566666667
ANKRD39	-0.41184786
PRPSAP2	-0.41187724
SLC2A11	-0.41195291
CDK16	-0.41198286666666667
LRRC41	-0.4123158925
ATF3	-0.41236871666666663
EIF4E2	-0.4124845125
NRP1	-0.4124902775
CCDC15	-0.41250066
HSPA13	-0.412508375
GBAT2	-0.41266474
RECQL4	-0.41270436
NDP	-0.41286833
TMEM206	-0.41291876
PLEKHA5	-0.41299383
ZNRF2	-0.41326574
FAM159A	-0.41333479500000003
PSME4	-0.41344600333333337
SPINK2	-0.41347666
RB1	-0.41382139
MAN2A1	-0.4140263
ENTPD7	-0.41410697
SLC35B3	-0.414112645
UBE2G1	-0.41434335
PMF1	-0.41441386
PPP2R1A	-0.41512472
ATF2	-0.41515356000000003
PREP	-0.41520571
EXOSC5	-0.41528416
VAV3	-0.41541785333333336
COL1A1	-0.41553492599999997
HK1	-0.41571406
KIR2DL2	-0.41581348
ASCC3	-0.415834205
PNPO	-0.41585869
YIPF3	-0.41593886
TSPAN14	-0.41597285500000003
PPP1R14C	-0.41597962
MRLN	-0.41617007
RAPGEF4-AS1	-0.41642126
NR2F6	-0.41645471
CHFR	-0.416682605
ESM1	-0.41684657
SHISA8	-0.41698409
PLEKHA1	-0.41717334500000003
APOL4	-0.41727284666666664
PGAP3	-0.41732037
TFF1	-0.4173389
CEP83	-0.417343445
ZBTB8OS	-0.41748734
FDPSP2	-0.41787455
ERLIN1	-0.417934445
GANAB	-0.41794244999999997
KIR2DS5	-0.41809223
CNTNAP1	-0.41819105
COL4A2	-0.418841415
AGL	-0.41900167
DENR	-0.41927742
PRMT3	-0.41942836
ARF4	-0.419596935
CHST10	-0.41962734
PSMD13	-0.419682685
SLC50A1	-0.42030334
