ID	adj.P.Val	P.Value	t	B	logFC	ORF
trmC	0.82165	6.44e-01	4.80e-01	-6.4231	1.41e-02	trmC
dcuS	0.82165	6.44e-01	4.80e-01	-6.4232	1.26e-02	dcuS
ydfW	0.82165	6.44e-01	4.80e-01	-6.4233	2.86e-02	ydfW
ybcW	0.82187	6.44e-01	-4.79e-01	-6.4236	-6.25e-03	ybcW
rygC	0.82187	6.44e-01	-4.79e-01	-6.4237	-1.45e-02	rygC
rzpD	0.82187	6.45e-01	4.79e-01	-6.4238	8.00e-03	rzpD
ssnA	0.82187	6.45e-01	4.79e-01	-6.424	2.61e-02	ssnA
prfH	0.82194	6.45e-01	-4.78e-01	-6.4243	-2.88e-02	prfH
yjcC	0.82194	6.45e-01	4.78e-01	-6.4243	1.82e-02	yjcC
ycjP	0.82235	6.46e-01	4.77e-01	-6.4247	3.44e-02	ycjP
glpC	0.82235	6.46e-01	4.77e-01	-6.4248	1.97e-02	glpC
ygiB	0.82251	6.47e-01	-4.76e-01	-6.4254	-8.99e-03	ygiB
uvrD	0.82251	6.47e-01	4.76e-01	-6.4254	8.84e-03	uvrD
ucpA	0.82251	6.47e-01	4.76e-01	-6.4255	1.56e-02	ucpA
mltB	0.82251	6.47e-01	4.75e-01	-6.4256	1.15e-02	mltB
gapA	0.82251	6.47e-01	4.75e-01	-6.4259	1.90e-02	gapA
yhbE	0.82251	6.47e-01	4.75e-01	-6.4259	1.95e-02	yhbE
fdhF	0.82251	6.47e-01	-4.75e-01	-6.426	-2.26e-02	fdhF
yehW	0.82251	6.47e-01	-4.75e-01	-6.426	-2.02e-02	yehW
yhaI	0.82286	6.48e-01	4.74e-01	-6.4265	2.51e-02	yhaI
bax	0.82286	6.48e-01	4.74e-01	-6.4265	2.03e-02	bax
bipA	0.82286	6.48e-01	4.73e-01	-6.4266	1.80e-02	bipA
yiaH	0.82297	6.49e-01	4.73e-01	-6.4268	1.59e-02	yiaH
folB	0.82301	6.49e-01	-4.73e-01	-6.427	-9.36e-03	folB
btuB	0.82357	6.49e-01	-4.72e-01	-6.4274	-1.68e-02	btuB
insL-1	0.82376	6.50e-01	-4.71e-01	-6.4277	-1.68e-02	insL-1
ycfL	0.82376	6.50e-01	-4.71e-01	-6.4278	-1.05e-02	ycfL
arpB_1	0.82395	6.50e-01	4.70e-01	-6.4282	2.55e-02	arpB_1
ykgE	0.82395	6.51e-01	-4.70e-01	-6.4283	-7.27e-03	ykgE
fliN	0.82395	6.51e-01	-4.70e-01	-6.4284	-4.74e-02	fliN
insH-11	0.82395	6.51e-01	4.70e-01	-6.4285	1.38e-02	insH-11
yahF	0.82421	6.51e-01	-4.69e-01	-6.4287	-3.65e-02	yahF
sgcR	0.8244	6.52e-01	-4.69e-01	-6.429	-1.92e-02	sgcR
yedI	0.8244	6.52e-01	-4.68e-01	-6.4291	-1.12e-02	yedI
ydfD	0.82473	6.52e-01	4.68e-01	-6.4295	6.64e-03	ydfD
ybiM	0.82508	6.53e-01	-4.67e-01	-6.4298	-1.08e-02	ybiM
rtcB	0.82508	6.53e-01	-4.67e-01	-6.4299	-1.15e-02	rtcB
clcA	0.82552	6.53e-01	-4.66e-01	-6.4303	-7.58e-03	clcA
rfaK	0.82576	6.54e-01	4.65e-01	-6.4306	1.46e-02	rfaK
yecS	0.82598	6.54e-01	-4.65e-01	-6.4308	-8.93e-03	yecS
ytfQ	0.82658	6.55e-01	-4.64e-01	-6.4314	-9.10e-03	ytfQ
kbaY	0.82658	6.55e-01	4.64e-01	-6.4315	2.32e-02	kbaY
yedK	0.82764	6.56e-01	4.62e-01	-6.4322	9.09e-03	yedK
valS	0.82805	6.57e-01	4.61e-01	-6.4327	1.19e-02	valS
fliC	0.82805	6.57e-01	4.61e-01	-6.4327	8.53e-03	fliC
rfaB	0.82805	6.57e-01	-4.61e-01	-6.4328	-1.50e-02	rfaB
yejO	0.82995	6.59e-01	4.58e-01	-6.434	1.52e-02	yejO
ispH	0.83164	6.60e-01	-4.56e-01	-6.4351	-1.02e-02	ispH
ynfC	0.83171	6.60e-01	4.56e-01	-6.4353	1.42e-02	ynfC
metL	0.83179	6.61e-01	-4.55e-01	-6.4355	-3.22e-02	metL
rrfA	0.83179	6.61e-01	4.55e-01	-6.4358	1.08e-02	rrfA
nohA	0.83179	6.61e-01	4.55e-01	-6.4358	3.72e-02	nohA
yecR	0.83179	6.61e-01	4.55e-01	-6.4359	2.04e-02	yecR
creB	0.83193	6.61e-01	-4.54e-01	-6.4361	-1.02e-02	creB
thiE	0.83302	6.63e-01	4.53e-01	-6.4369	1.62e-02	thiE
hsdS	0.83302	6.63e-01	-4.53e-01	-6.437	-1.15e-02	hsdS
modB	0.83347	6.63e-01	4.52e-01	-6.4373	9.55e-03	modB
ykfC	0.83371	6.64e-01	-4.51e-01	-6.4376	-2.96e-02	ykfC
yacC	0.83433	6.64e-01	4.50e-01	-6.4381	1.17e-02	yacC
yphH	0.83469	6.65e-01	4.49e-01	-6.4386	1.56e-02	yphH
ptr	0.83469	6.65e-01	4.49e-01	-6.4386	1.72e-02	ptr
fhlA	0.83469	6.65e-01	4.49e-01	-6.4387	1.27e-02	fhlA
hisA	0.8362	6.66e-01	4.47e-01	-6.4396	1.75e-02	hisA
ydfR	0.83669	6.67e-01	-4.46e-01	-6.44	-6.14e-03	ydfR
ydfJ	0.83734	6.68e-01	4.45e-01	-6.4407	1.07e-02	ydfJ
ygcI	0.83734	6.68e-01	4.45e-01	-6.4408	1.13e-02	ygcI
yncM	0.83734	6.68e-01	-4.45e-01	-6.4408	-7.11e-03	yncM
flgB	0.83734	6.68e-01	-4.44e-01	-6.4409	-7.22e-03	flgB
yrbF	0.83758	6.69e-01	-4.44e-01	-6.4412	-9.34e-03	yrbF
ryhA	0.83758	6.69e-01	4.43e-01	-6.4413	2.35e-02	ryhA
envR	0.83758	6.69e-01	4.43e-01	-6.4415	3.16e-02	envR
ybbN	0.83758	6.69e-01	4.43e-01	-6.4416	8.69e-03	ybbN
dsbG	0.83867	6.70e-01	-4.41e-01	-6.4423	-1.07e-02	dsbG
ydhP	0.83867	6.71e-01	-4.41e-01	-6.4424	-1.19e-02	ydhP
yneE	0.83908	6.71e-01	4.40e-01	-6.4428	3.78e-02	yneE
ycgN	0.83911	6.71e-01	4.40e-01	-6.4429	8.27e-03	ycgN
insL-2	0.83966	6.72e-01	-4.39e-01	-6.4433	-1.33e-02	insL-2
hisI	0.83967	6.72e-01	-4.39e-01	-6.4436	-1.76e-02	hisI
rplW	0.83967	6.73e-01	-4.38e-01	-6.4438	-5.87e-03	rplW
guaC	0.83967	6.73e-01	4.38e-01	-6.4438	9.37e-03	guaC
speA	0.83967	6.73e-01	-4.38e-01	-6.4438	-1.10e-02	speA
ydgI	0.83997	6.73e-01	4.37e-01	-6.4441	1.17e-02	ydgI
yliA	0.84071	6.74e-01	-4.36e-01	-6.4447	-9.86e-03	yliA
leuS	0.84102	6.74e-01	4.36e-01	-6.445	1.24e-02	leuS
fliO	0.84102	6.75e-01	-4.35e-01	-6.4452	-1.05e-02	fliO
napD	0.84102	6.75e-01	4.35e-01	-6.4453	1.33e-02	napD
ulaD	0.84102	6.75e-01	4.35e-01	-6.4454	1.37e-02	ulaD
yhaK	0.84102	6.75e-01	-4.35e-01	-6.4455	-7.44e-03	yhaK
yfiR	0.84102	6.75e-01	-4.34e-01	-6.4456	-9.31e-03	yfiR
rpsR	0.84191	6.76e-01	-4.33e-01	-6.4464	-7.85e-03	rpsR
bglF	0.84191	6.77e-01	4.32e-01	-6.4465	2.56e-02	bglF
yedW	0.84191	6.77e-01	-4.32e-01	-6.4465	-7.21e-03	yedW
ybhB	0.84191	6.77e-01	-4.32e-01	-6.4467	-1.63e-02	ybhB
yagL	0.84191	6.77e-01	4.32e-01	-6.4467	6.90e-03	yagL
ybcF	0.84237	6.78e-01	-4.31e-01	-6.4471	-1.40e-02	ybcF
rfbB	0.84237	6.78e-01	4.31e-01	-6.4472	5.76e-03	rfbB
ybaK	0.84296	6.78e-01	-4.30e-01	-6.4476	-9.73e-03	ybaK
rdlA	0.84305	6.79e-01	4.30e-01	-6.4478	1.36e-02	rdlA
fimA	0.84335	6.79e-01	-4.29e-01	-6.4482	-6.91e-03	fimA
yniA	0.84335	6.79e-01	-4.29e-01	-6.4482	-1.28e-02	yniA
ddlA	0.84335	6.79e-01	4.28e-01	-6.4483	8.41e-03	ddlA
hslR	0.84357	6.80e-01	4.28e-01	-6.4486	9.60e-03	hslR
yjgZ	0.84357	6.80e-01	4.28e-01	-6.4487	2.21e-02	yjgZ
yncJ	0.84552	6.82e-01	-4.25e-01	-6.4501	-1.47e-02	yncJ
rusA	0.84552	6.82e-01	-4.24e-01	-6.4502	-3.81e-02	rusA
yfbJ	0.84552	6.82e-01	-4.24e-01	-6.4502	-1.02e-02	yfbJ
nudG	0.84552	6.82e-01	-4.24e-01	-6.4502	-9.34e-03	nudG
yjgX_1	0.84552	6.82e-01	4.24e-01	-6.4503	5.41e-03	yjgX_1
yidZ	0.84608	6.83e-01	-4.23e-01	-6.4508	-6.67e-03	yidZ
yqcA	0.84729	6.85e-01	4.21e-01	-6.4517	6.15e-03	yqcA
fucP	0.84729	6.85e-01	-4.21e-01	-6.4517	-2.18e-02	fucP
proB	0.84729	6.85e-01	-4.21e-01	-6.4518	-6.37e-03	proB
xapA	0.84729	6.85e-01	-4.21e-01	-6.4519	-1.20e-02	xapA
yaiT	0.84737	6.85e-01	4.20e-01	-6.452	6.12e-03	yaiT
ycdB	0.84738	6.85e-01	4.20e-01	-6.4522	1.72e-02	ycdB
apaH	0.84808	6.86e-01	-4.19e-01	-6.4527	-1.78e-02	apaH
ygeP	0.84863	6.87e-01	4.18e-01	-6.4531	5.90e-03	ygeP
yjhC	0.849	6.87e-01	-4.17e-01	-6.4534	-5.99e-03	yjhC
lrp	0.84967	6.88e-01	-4.16e-01	-6.4538	-5.68e-03	lrp
prc	0.85013	6.88e-01	-4.16e-01	-6.4542	-8.25e-03	prc
btuF	0.85046	6.89e-01	4.15e-01	-6.4545	1.46e-02	btuF
ssrS	0.85326	6.91e-01	4.11e-01	-6.456	9.93e-03	ssrS
recG	0.85419	6.92e-01	4.10e-01	-6.4567	1.47e-02	recG
pheS	0.85419	6.93e-01	4.09e-01	-6.4569	9.16e-03	pheS
yggF	0.85419	6.93e-01	4.09e-01	-6.4569	1.20e-02	yggF
rpoB	0.85419	6.93e-01	-4.09e-01	-6.457	-8.95e-03	rpoB
lpxH	0.85419	6.93e-01	4.09e-01	-6.4571	1.89e-02	lpxH
yehP	0.85419	6.93e-01	4.09e-01	-6.4572	3.15e-02	yehP
yccC	0.85428	6.94e-01	-4.08e-01	-6.4574	-9.41e-03	yccC
tauC	0.85475	6.94e-01	-4.07e-01	-6.4578	-2.06e-02	tauC
ldhA	0.85543	6.95e-01	-4.06e-01	-6.4582	-3.33e-02	ldhA
ycaC	0.85544	6.95e-01	4.06e-01	-6.4583	3.42e-02	ycaC
intE	0.85552	6.95e-01	4.06e-01	-6.4585	1.42e-02	intE
yiaU	0.85578	6.96e-01	4.05e-01	-6.4587	5.99e-03	yiaU
yrfB	0.85619	6.96e-01	-4.04e-01	-6.4591	-1.02e-02	yrfB
purK	0.85619	6.96e-01	-4.04e-01	-6.4592	-7.66e-03	purK
lolA	0.85633	6.97e-01	4.04e-01	-6.4594	7.88e-03	lolA
mdtD	0.85674	6.98e-01	4.02e-01	-6.46	1.07e-02	mdtD
yifN	0.85674	6.98e-01	-4.02e-01	-6.46	-2.11e-02	yifN
purH	0.85674	6.98e-01	4.02e-01	-6.46	1.43e-02	purH
dnaE	0.85674	6.98e-01	4.02e-01	-6.4601	1.72e-02	dnaE
yafO	0.85722	6.99e-01	4.01e-01	-6.4605	1.04e-02	yafO
grxC	0.85722	6.99e-01	-4.01e-01	-6.4605	-6.55e-03	grxC
appB	0.85746	6.99e-01	-4.01e-01	-6.4608	-2.20e-02	appB
dadX	0.85753	6.99e-01	-4.00e-01	-6.4609	-3.18e-02	dadX
ynaA	0.85755	6.99e-01	-4.00e-01	-6.461	-5.63e-03	ynaA
frlB	0.85796	7.00e-01	-3.99e-01	-6.4614	-2.00e-02	frlB
yaiL	0.85816	7.00e-01	3.99e-01	-6.4616	7.84e-03	yaiL
ycdC	0.85816	7.01e-01	3.98e-01	-6.4618	9.29e-03	ycdC
envZ	0.85816	7.01e-01	3.98e-01	-6.4618	1.18e-02	envZ
leuA	0.85946	7.02e-01	-3.96e-01	-6.4626	-1.22e-02	leuA
yciX_2	0.85973	7.02e-01	3.96e-01	-6.4628	8.12e-03	yciX_2
citA	0.86209	7.04e-01	-3.93e-01	-6.4641	-7.99e-03	citA
panC	0.86239	7.05e-01	3.92e-01	-6.4644	6.34e-03	panC
yiaG	0.86246	7.05e-01	-3.92e-01	-6.4645	-2.33e-02	yiaG
pgpA	0.86262	7.06e-01	3.91e-01	-6.4647	1.00e-02	pgpA
insB-7_2	0.86316	7.06e-01	3.90e-01	-6.4651	6.13e-03	insB-7_2
mutT	0.86316	7.07e-01	3.90e-01	-6.4654	1.68e-02	mutT
gmd	0.86316	7.07e-01	3.90e-01	-6.4655	2.96e-02	gmd
ymcC	0.86316	7.07e-01	-3.89e-01	-6.4655	-8.02e-03	ymcC
rssA	0.86316	7.07e-01	-3.89e-01	-6.4656	-9.33e-03	rssA
yjjW	0.86316	7.07e-01	3.89e-01	-6.4656	1.32e-02	yjjW
orn	0.86364	7.08e-01	3.88e-01	-6.466	8.65e-03	orn
yibD	0.86375	7.08e-01	-3.88e-01	-6.4662	-1.59e-02	yibD
ydfX	0.86385	7.09e-01	3.87e-01	-6.4665	5.88e-03	ydfX
yeiR	0.86385	7.09e-01	-3.87e-01	-6.4665	-9.59e-03	yeiR
ompG	0.86385	7.09e-01	3.87e-01	-6.4667	2.94e-02	ompG
insF-5	0.86385	7.09e-01	-3.86e-01	-6.4668	-1.34e-02	insF-5
yfdH	0.86385	7.09e-01	-3.86e-01	-6.4668	-4.86e-03	yfdH
ycgH	0.86385	7.09e-01	3.86e-01	-6.4669	5.55e-03	ycgH
yhcF	0.86391	7.09e-01	-3.86e-01	-6.467	-6.57e-03	yhcF
rna	0.86392	7.10e-01	3.85e-01	-6.4672	5.77e-03	rna
yfbE	0.86392	7.10e-01	-3.85e-01	-6.4673	-1.24e-02	yfbE
mdoG	0.86484	7.11e-01	-3.84e-01	-6.4678	-6.58e-03	mdoG
gspG	0.86506	7.11e-01	-3.83e-01	-6.468	-8.33e-03	gspG
psiF	0.86542	7.12e-01	-3.82e-01	-6.4685	-2.12e-02	psiF
fadR	0.86542	7.12e-01	-3.82e-01	-6.4685	-6.95e-03	fadR
frsA	0.86542	7.12e-01	-3.82e-01	-6.4685	-7.15e-03	frsA
plsX	0.86657	7.13e-01	-3.81e-01	-6.4692	-7.19e-03	plsX
yabP	0.86694	7.14e-01	-3.80e-01	-6.4695	-7.40e-03	yabP
phoB	0.86702	7.14e-01	3.79e-01	-6.4697	8.11e-03	phoB
cysB	0.86702	7.14e-01	-3.79e-01	-6.4698	-1.12e-02	cysB
php	0.86702	7.14e-01	3.79e-01	-6.4699	2.00e-02	php
yeeR	0.86774	7.15e-01	-3.78e-01	-6.4703	-1.49e-02	yeeR
ilvD	0.86803	7.16e-01	3.77e-01	-6.4705	1.94e-02	ilvD
yehK	0.86807	7.16e-01	3.77e-01	-6.4707	1.07e-02	yehK
insD-3	0.86865	7.17e-01	3.76e-01	-6.4711	1.76e-02	insD-3
rhaB	0.86865	7.17e-01	-3.76e-01	-6.4712	-1.85e-02	rhaB
yfcP	0.86865	7.17e-01	3.75e-01	-6.4713	8.17e-03	yfcP
wcaD	0.86953	7.18e-01	3.74e-01	-6.4719	4.89e-03	wcaD
ydbD	0.86953	7.18e-01	3.74e-01	-6.4719	1.48e-02	ydbD
yjiY	0.87033	7.19e-01	-3.73e-01	-6.4724	-8.86e-03	yjiY
ybjN	0.87033	7.19e-01	3.72e-01	-6.4725	7.47e-03	ybjN
perR	0.87074	7.20e-01	-3.72e-01	-6.4728	-7.82e-03	perR
insE-3	0.87074	7.20e-01	3.71e-01	-6.4729	1.04e-02	insE-3
lolC	0.87075	7.20e-01	3.71e-01	-6.4731	7.90e-03	lolC
yhgF	0.87075	7.20e-01	-3.71e-01	-6.4732	-1.23e-02	yhgF
murC	0.87075	7.20e-01	3.71e-01	-6.4732	9.87e-03	murC
sgcE	0.87164	7.21e-01	3.69e-01	-6.4738	1.83e-02	sgcE
hyaB	0.87164	7.22e-01	-3.69e-01	-6.474	-2.77e-02	hyaB
rsmB	0.87164	7.22e-01	-3.69e-01	-6.474	-7.38e-03	rsmB
rpsB	0.87189	7.22e-01	3.68e-01	-6.4743	8.87e-03	rpsB
pfs	0.87189	7.22e-01	-3.68e-01	-6.4743	-8.72e-03	pfs
gspL	0.87189	7.22e-01	-3.68e-01	-6.4744	-1.47e-02	gspL
rhtB	0.87268	7.23e-01	-3.66e-01	-6.4749	-1.19e-02	rhtB
nhaB	0.87286	7.24e-01	3.66e-01	-6.4751	7.35e-03	nhaB
accC	0.87308	7.24e-01	-3.65e-01	-6.4753	-1.27e-02	accC
ygaH	0.87319	7.24e-01	3.65e-01	-6.4754	5.88e-03	ygaH
pta	0.8749	7.26e-01	-3.63e-01	-6.4764	-1.22e-02	pta
citF	0.8749	7.26e-01	-3.63e-01	-6.4764	-2.20e-02	citF
atoC	0.87541	7.27e-01	3.61e-01	-6.4769	7.61e-03	atoC
visC	0.87541	7.27e-01	3.61e-01	-6.4769	5.82e-03	visC
yeiW	0.87541	7.27e-01	-3.61e-01	-6.4771	-1.12e-02	yeiW
yifB	0.87541	7.27e-01	-3.61e-01	-6.4771	-2.21e-02	yifB
rfaF	0.87579	7.28e-01	3.60e-01	-6.4774	7.43e-03	rfaF
ispU	0.87594	7.29e-01	-3.59e-01	-6.4779	-1.22e-02	ispU
rfaI	0.87594	7.29e-01	-3.59e-01	-6.478	-1.08e-02	rfaI
ybhI	0.87594	7.29e-01	-3.58e-01	-6.4781	-1.75e-02	ybhI
kdsB	0.87594	7.29e-01	-3.58e-01	-6.4782	-7.31e-03	kdsB
mcrB	0.87594	7.29e-01	-3.58e-01	-6.4782	-7.89e-03	mcrB
paaE	0.87594	7.29e-01	3.58e-01	-6.4782	5.12e-03	paaE
yagK	0.87594	7.30e-01	3.58e-01	-6.4783	4.68e-03	yagK
ftsL	0.87594	7.30e-01	3.58e-01	-6.4783	6.41e-03	ftsL
manA	0.87668	7.30e-01	-3.56e-01	-6.4788	-1.01e-02	manA
yfeO	0.87668	7.31e-01	-3.56e-01	-6.4789	-1.56e-02	yfeO
yqeC	0.87668	7.31e-01	-3.56e-01	-6.4789	-1.95e-02	yqeC
ftsX	0.87678	7.31e-01	3.56e-01	-6.4791	5.87e-03	ftsX
yibA	0.87714	7.32e-01	3.55e-01	-6.4793	4.99e-03	yibA
yidI	0.8787	7.33e-01	-3.53e-01	-6.4801	-8.63e-03	yidI
ycfN	0.87966	7.34e-01	-3.52e-01	-6.4807	-8.15e-03	ycfN
sucC	0.88233	7.36e-01	3.48e-01	-6.4819	1.72e-02	sucC
galF	0.88258	7.37e-01	-3.48e-01	-6.4822	-1.73e-02	galF
fliD	0.88258	7.37e-01	3.47e-01	-6.4823	2.31e-02	fliD
yohO	0.88282	7.37e-01	-3.47e-01	-6.4825	-9.14e-03	yohO
rrfB	0.88302	7.38e-01	3.46e-01	-6.4826	4.74e-03	rrfB
ybaV	0.88425	7.39e-01	3.45e-01	-6.4833	8.05e-03	ybaV
yfgJ	0.88425	7.39e-01	-3.44e-01	-6.4834	-1.15e-02	yfgJ
yedN_1	0.88446	7.40e-01	-3.43e-01	-6.4838	-1.60e-02	yedN_1
yddJ	0.88446	7.40e-01	3.43e-01	-6.4839	9.76e-03	yddJ
thyA	0.88446	7.40e-01	3.43e-01	-6.4839	5.68e-03	thyA
ygjM	0.88446	7.40e-01	3.43e-01	-6.4839	1.04e-02	ygjM
gspH	0.88446	7.40e-01	3.43e-01	-6.484	1.64e-02	gspH
gatR	0.88513	7.41e-01	3.42e-01	-6.4844	7.88e-03	gatR
yceI	0.88513	7.41e-01	3.41e-01	-6.4845	1.17e-02	yceI
yfiB	0.88513	7.42e-01	-3.41e-01	-6.4846	-7.96e-03	yfiB
ygcU	0.88513	7.42e-01	-3.41e-01	-6.4847	-7.48e-03	ygcU
gspI	0.88673	7.43e-01	3.39e-01	-6.4855	9.03e-03	gspI
yfiL	0.88673	7.43e-01	3.39e-01	-6.4856	1.45e-02	yfiL
yedN_2	0.888	7.45e-01	-3.37e-01	-6.4862	-4.60e-03	yedN_2
znuA	0.88809	7.45e-01	3.36e-01	-6.4863	2.00e-02	znuA
speB	0.88816	7.45e-01	-3.36e-01	-6.4865	-1.14e-02	speB
cspB	0.8886	7.46e-01	3.35e-01	-6.4867	4.86e-03	cspB
tnaB	0.88875	7.46e-01	-3.35e-01	-6.4869	-1.71e-02	tnaB
yhdE	0.88875	7.46e-01	3.34e-01	-6.487	8.51e-03	yhdE
lipB	0.88875	7.47e-01	-3.34e-01	-6.4872	-8.76e-03	lipB
yebT	0.88875	7.47e-01	3.34e-01	-6.4873	6.97e-03	yebT
yphE	0.88875	7.47e-01	-3.33e-01	-6.4874	-7.92e-03	yphE
pstC	0.88875	7.47e-01	3.33e-01	-6.4875	9.63e-03	pstC
yagJ	0.88875	7.47e-01	-3.33e-01	-6.4875	-4.77e-03	yagJ
rlpB	0.88875	7.48e-01	-3.33e-01	-6.4876	-7.10e-03	rlpB
insI-1	0.88998	7.49e-01	-3.31e-01	-6.4882	-6.10e-03	insI-1
yqiK	0.8907	7.50e-01	3.30e-01	-6.4886	1.04e-02	yqiK
insC	0.89086	7.50e-01	-3.30e-01	-6.4888	-1.89e-02	insC
ymgA	0.89086	7.50e-01	-3.29e-01	-6.4889	-6.85e-03	ymgA
ybaB	0.89086	7.51e-01	-3.29e-01	-6.4891	-4.63e-03	ybaB
sodB	0.89086	7.51e-01	-3.29e-01	-6.4892	-9.92e-03	sodB
wcaA	0.89086	7.51e-01	-3.29e-01	-6.4892	-9.01e-03	wcaA
yiaB	0.891	7.51e-01	-3.28e-01	-6.4894	-1.95e-02	yiaB
yijO	0.891	7.51e-01	-3.28e-01	-6.4894	-9.09e-03	yijO
dinJ	0.89154	7.52e-01	-3.26e-01	-6.49	-7.07e-03	dinJ
nrdF	0.89154	7.53e-01	3.25e-01	-6.4903	1.78e-02	nrdF
ydfG	0.89154	7.53e-01	-3.25e-01	-6.4903	-6.11e-03	ydfG
nuoI	0.89154	7.53e-01	-3.25e-01	-6.4903	-6.81e-03	nuoI
yqiB	0.89154	7.53e-01	-3.25e-01	-6.4904	-8.49e-03	yqiB
tesB	0.89154	7.53e-01	-3.25e-01	-6.4905	-1.26e-02	tesB
appY	0.89154	7.54e-01	-3.24e-01	-6.4907	-5.84e-03	appY
kgtP	0.89154	7.54e-01	-3.24e-01	-6.4907	-7.61e-03	kgtP
ksgA	0.89154	7.54e-01	3.24e-01	-6.4907	9.10e-03	ksgA
fliP	0.89154	7.54e-01	-3.24e-01	-6.4907	-1.09e-02	fliP
gatR_2	0.89154	7.54e-01	-3.24e-01	-6.4907	-1.06e-02	gatR_2
ypfJ	0.89154	7.54e-01	3.24e-01	-6.4908	6.52e-03	ypfJ
torD	0.89156	7.54e-01	-3.24e-01	-6.4909	-9.38e-03	torD
insH-8	0.8917	7.55e-01	3.23e-01	-6.491	6.90e-03	insH-8
ptsP	0.89204	7.55e-01	-3.23e-01	-6.4913	-5.42e-03	ptsP
yahM	0.89343	7.56e-01	-3.21e-01	-6.4919	-1.19e-02	yahM
yeiN	0.89377	7.57e-01	-3.20e-01	-6.4922	-4.36e-02	yeiN
cadB	0.89392	7.57e-01	-3.19e-01	-6.4924	-1.47e-02	cadB
thrU	0.89392	7.58e-01	3.19e-01	-6.4926	9.09e-03	thrU
yfcH	0.89392	7.58e-01	3.19e-01	-6.4926	5.61e-03	yfcH
ftsB	0.89392	7.58e-01	3.18e-01	-6.4928	7.19e-03	ftsB
lspA	0.89392	7.58e-01	-3.18e-01	-6.4928	-7.46e-03	lspA
hflK	0.89392	7.58e-01	3.18e-01	-6.4928	7.32e-03	hflK
recE	0.89491	7.59e-01	-3.17e-01	-6.4933	-4.87e-03	recE
yqcE	0.89504	7.60e-01	-3.16e-01	-6.4934	-1.99e-02	yqcE
wbbL	0.89526	7.60e-01	3.16e-01	-6.4937	2.92e-02	wbbL
yghQ	0.89526	7.60e-01	-3.15e-01	-6.4937	-9.28e-03	yghQ
ydcD	0.89526	7.60e-01	-3.15e-01	-6.4938	-4.52e-03	ydcD
dgoA	0.89571	7.61e-01	3.14e-01	-6.4941	1.11e-02	dgoA
yghR	0.89572	7.61e-01	-3.14e-01	-6.4942	-1.32e-02	yghR
rfbD	0.8968	7.62e-01	-3.12e-01	-6.4948	-6.93e-03	rfbD
folP	0.8968	7.63e-01	-3.12e-01	-6.4948	-1.27e-02	folP
sra	0.8968	7.63e-01	-3.12e-01	-6.495	-2.85e-02	sra
yggC	0.8968	7.63e-01	3.12e-01	-6.4951	6.88e-03	yggC
dcuR	0.8968	7.63e-01	3.11e-01	-6.4951	6.39e-03	dcuR
proQ	0.8968	7.63e-01	3.11e-01	-6.4952	6.76e-03	proQ
ybaO	0.89714	7.64e-01	-3.11e-01	-6.4954	-8.05e-03	ybaO
eamA	0.89714	7.64e-01	-3.10e-01	-6.4955	-6.50e-03	eamA
sfmA	0.89733	7.64e-01	-3.10e-01	-6.4956	-1.47e-02	sfmA
ycfD	0.89746	7.65e-01	-3.09e-01	-6.4959	-5.97e-03	ycfD
pbl	0.89746	7.65e-01	-3.09e-01	-6.496	-2.24e-02	pbl
rzoD	0.89746	7.65e-01	-3.09e-01	-6.496	-2.08e-02	rzoD
ykgD	0.89746	7.65e-01	3.09e-01	-6.4961	3.90e-03	ykgD
ybbY	0.8982	7.66e-01	-3.07e-01	-6.4965	-1.42e-02	ybbY
ascB	0.8982	7.66e-01	3.07e-01	-6.4965	7.33e-03	ascB
yfeR	0.8983	7.67e-01	3.06e-01	-6.4968	7.64e-03	yfeR
ycgE	0.8983	7.67e-01	-3.06e-01	-6.4969	-8.10e-03	ycgE
yoaG	0.8983	7.67e-01	3.06e-01	-6.4969	1.19e-02	yoaG
mtlA	0.8983	7.67e-01	3.06e-01	-6.4969	8.28e-03	mtlA
yohL	0.89853	7.68e-01	-3.05e-01	-6.4971	-1.43e-02	yohL
intB	0.89875	7.68e-01	3.05e-01	-6.4973	4.50e-03	intB
ydhZ	0.89925	7.69e-01	-3.04e-01	-6.4976	-1.02e-02	ydhZ
dgoD	0.89965	7.69e-01	3.03e-01	-6.4979	7.94e-03	dgoD
yehB	0.89965	7.69e-01	-3.03e-01	-6.4979	-2.01e-02	yehB
purR	0.89965	7.70e-01	-3.03e-01	-6.498	-7.03e-03	purR
tehA	0.90015	7.70e-01	-3.02e-01	-6.4983	-7.20e-03	tehA
yahI	0.90021	7.70e-01	-3.02e-01	-6.4984	-1.67e-02	yahI
ykgI	0.90021	7.71e-01	3.01e-01	-6.4986	4.22e-03	ykgI
znuB	0.90021	7.71e-01	3.01e-01	-6.4987	1.37e-02	znuB
paaK	0.90021	7.71e-01	-3.01e-01	-6.4987	-6.59e-03	paaK
hyuA	0.90063	7.72e-01	-3.00e-01	-6.499	-1.24e-02	hyuA
rrsC	0.90063	7.72e-01	-3.00e-01	-6.499	-3.93e-03	rrsC
ydhX	0.90063	7.72e-01	2.99e-01	-6.4991	8.40e-03	ydhX
ymdA	0.90063	7.72e-01	2.99e-01	-6.4992	8.67e-03	ymdA
