ID	logFC	Gene.symbol
1552463_at	-0.09165898	SERPINB11
204415_at	-0.18300947	IFI6
1556488_s_at	0.08663058	MAATS1
207471_at	-0.06377161	RARS2
205476_at	0.26010012	CCL20
1563113_at	0.0740327	UBR4
227378_x_at	-0.04715808	METTL26
1559614_at	0.07229846	FLJ38773
215432_at	0.06399273	ACSM1
45653_at	0.05355424	KCTD13
1557491_at	-0.05664672	LOC100240728
209712_at	0.09913634	SLC35D1
219680_at	-0.05643952	NLRX1
217700_at	-0.05917297	CNPY4
244069_at	-0.07408328	
208602_x_at	0.08771201	CD6
243221_at	0.12734729	FAM20A
204010_s_at	-0.06742363	KRAS
213778_x_at	0.0488434	ZNF276
217124_at	-0.07297167	IQCE
234329_at	-0.06029224	CLIC5
232462_s_at	0.05550541	A1BG-AS1
224128_at	-0.06382181	RTFDC1
240784_at	-0.06324072	NAT16
239175_at	0.09936801	
229735_s_at	-0.06161132	NIPAL3
1563045_at	-0.06307556	
221358_at	0.07023129	NPBWR2
204370_at	-0.06892254	CLP1
1560495_at	-0.07001474	LOC101929741
213042_s_at	0.0651083	ATP2A3
240848_at	-0.05925065	
218369_s_at	-0.07384804	EXOSC1
234155_at	-0.05367836	
214598_at	-0.07219433	CLDN8
1560638_a_at	0.05985017	LOC105375839
243011_at	0.06234608	NXPE3
243092_at	0.1009538	PAN3-AS1
220736_at	0.05457469	SLC19A3
213070_at	-0.07424346	PIK3C2A
209690_s_at	-0.07656437	DOK4
227523_s_at	0.05825372	PHF20L1
226665_at	-0.15882777	AHSA2
238696_at	0.05447592	
207143_at	-0.0685768	CDK6
1553526_at	-0.05389144	NLRP8
211751_at	0.05603482	LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP
1552405_at	-0.07209194	NLRP5
1561370_at	-0.05487262	LOC100505716
219439_at	0.10923665	C1GALT1
1562052_at	-0.08317684	LOC101927159
219669_at	-0.05518945	CD177
216176_at	-0.06196702	HCRP1
237335_at	0.06697071	ZP1
1567000_at	0.05815892	
228251_at	0.0626675	
241367_at	-0.07377769	TEX19
209855_s_at	-0.052445	KLK2
220695_at	-0.06575539	
240739_at	-0.05235746	
212033_at	-0.0956547	RBM25
204808_s_at	0.06276192	TMEM5
1560639_at	0.06096538	
1554865_at	0.05172897	
208342_x_at	-0.06872535	CSH2///CSH1
241856_at	-0.07349841	IMPG2
214972_at	-0.07767306	MGEA5
1564820_at	0.0938304	
234731_at	-0.06492269	
238752_at	0.06994409	GPLD1
221464_at	-0.06131717	OR1D2
244197_x_at	0.07731443	
1554526_at	-0.06366658	OLFM3
1555043_at	-0.08587329	LHFPL5
227825_at	-0.06714788	NAIF1
235406_x_at	0.07679069	TMEM161B-AS1
219781_s_at	-0.05628511	ZNF771
1554950_at	-0.05400712	ACAN
1553440_at	0.05306689	AQP4-AS1
230122_at	0.06180683	MLLT10
233833_at	0.06866081	
204384_at	-0.07101205	GOLGA2
209875_s_at	0.43856359	SPP1
234378_at	-0.05708289	
233763_at	-0.08496332	LYRM2
233209_at	0.06129537	LOC200609
214675_at	0.07276461	NUP188
1559147_at	0.06683178	
231683_at	0.07721533	GLYAT
228771_at	0.12613455	GRK3
237099_at	-0.07372839	BPIFA2
241000_at	-0.07246632	
226946_at	0.07998445	NADK2
1552501_a_at	-0.07175152	GPBAR1
213677_s_at	-0.08096952	PMS1
225473_at	-0.05867831	SOGA1
214035_x_at	0.08333571	
1570160_at	-0.06457727	
211018_at	0.12931262	LSS
1566190_at	0.05838295	SUZ12
1568870_at	0.05587168	SLC24A4
242373_at	0.05076109	
239478_x_at	0.14717452	GPATCH2L
222651_s_at	-0.08128741	TRPS1
1553746_a_at	-0.06522688	OTOGL
1562228_s_at	-0.07292523	PDE5A
219615_s_at	0.10245629	KCNK5
236509_at	0.07907959	
237745_at	-0.11004751	TSC22D1-AS1
213228_at	0.12461864	PDE8B
1561513_at	-0.05298584	LOC101927310
225750_at	-0.08069821	ERO1A
219674_s_at	0.05817225	HDLBP
1569009_s_at	0.06707009	LOC648761///FAM201B
231416_at	0.06682519	DHDH
1562595_at	-0.05811881	LOC101928314
232733_s_at	-0.05019048	COL20A1
204742_s_at	-0.08520766	PDS5B
221459_at	-0.06233516	TAAR5
217569_x_at	-0.05745792	
215122_at	0.07498105	TBX6
236470_at	-0.08721167	
212827_at	0.0995324	IGHM
244558_at	-0.06358499	
231458_at	0.07057091	LINC00658
206802_at	0.06876737	PAX5
1570052_at	-0.0605257	MIPOL1
207913_at	0.07164471	CYP2F1
207153_s_at	-0.08272087	GLMN
233537_at	-0.0523741	KRTAP3-1
228874_at	-0.06915423	PHLDB3
207803_s_at	-0.05852935	CSN3
236773_at	0.05574514	
203102_s_at	-0.11639766	MGAT2
221454_at	0.05807048	BOK
241023_at	-0.0697661	
1556759_at	-0.05423128	
231085_s_at	-0.09118214	
1560286_s_at	-0.04599045	LOC101928955
1554857_at	-0.06414319	ELMO2
227205_at	0.06804487	TAF1
226536_at	-0.04376012	NSMCE2
1553482_at	-0.04434232	C15orf32
1561087_at	0.05415175	LOC101930452
235208_at	-0.08414071	CCDC112
233702_x_at	0.06728612	
201660_at	0.07810051	ACSL3
225572_at	0.07683076	CREB1
204636_at	-0.09662599	COL17A1
237821_at	0.07204979	
208480_s_at	-0.0649249	LOC101930322///ABCC6
201919_at	-0.06894351	SLC25A36
244064_at	-0.06943963	
209810_at	0.0466358	SFTPB
1561653_at	0.06472642	
1556698_a_at	-0.07076746	GPRIN3
228360_at	0.07308406	LYPD6B
1553462_at	0.0458489	
221948_s_at	-0.07624225	KLHL22
225567_at	0.07886068	INAFM2
206162_x_at	0.05958844	SYT5
202270_at	-0.20924469	GBP1
1566218_at	-0.06024474	KRTAP5-2
218950_at	-0.07273847	ARAP3
201981_at	0.1954655	PAPPA
234252_at	-0.04317456	
242660_at	0.07001967	MALRD1
1561519_at	0.07642746	LOC101927346
234122_at	0.07812778	
205177_at	0.05962326	TNNI1
1569154_a_at	-0.05197371	GRAMD4
1563612_at	-0.08415374	
212275_s_at	0.06396419	SRCAP
244760_at	0.06767648	
242081_at	0.067856	ACAP1
232562_at	0.06087227	OTUD7A
225808_at	0.06405361	METTL23
217533_x_at	0.05965058	PWWP2A
216716_at	0.07117402	ABO
212740_at	-0.06074502	PIK3R4
1559163_at	0.06197614	INHBA-AS1
233780_at	0.08265287	RIF1
219523_s_at	-0.15459512	TENM3
210655_s_at	0.06029422	FOXO3B///FOXO3
203981_s_at	0.05913761	ABCD4
226197_at	-0.12160592	AR
233207_at	0.06907246	DISC1
228451_at	0.04948297	FAM229A
1564621_a_at	-0.06070378	MEI1
1569764_at	0.0641692	
1556679_at	0.07363802	
238918_at	0.10251259	
240741_x_at	0.06019257	
211806_s_at	-0.06771931	KCNJ15
243576_at	0.05296454	
229545_at	-0.06244703	FERMT1
237989_at	-0.06872913	IGFBP1
1562764_at	0.05290758	LOC100507351
224014_at	0.08890772	ZNF160
1561038_at	0.06805488	ZNF81
214331_at	0.08813855	TSFM
1555710_at	0.06990264	
242983_at	-0.0691	
232688_at	0.09162264	BMP2K
203650_at	0.13590771	PROCR
225730_s_at	-0.06105914	THUMPD3
240489_at	0.06913846	
206112_at	0.04801806	ANKRD7
216197_at	-0.07362068	
1557993_at	-0.06827113	PLCG2
1556232_at	-0.06102627	KIF6
233118_at	-0.05301427	
1556661_at	-0.0735684	GTSE1-AS1
214618_at	-0.08046268	CFLAR
235769_at	0.06245973	
202412_s_at	0.08006775	USP1
1554813_at	-0.06331302	
241750_x_at	-0.08171149	
220123_at	0.07082271	SLC35F5
204383_at	0.05622564	TSSK2///DGCR14
1562409_s_at	-0.07220719	LOC101926984
226989_at	0.17870781	RGMB
227721_at	0.06732071	CPAMD8
1566217_at	0.05391162	
226467_at	-0.05682807	TANGO6
234468_at	-0.06606627	
237906_at	-0.06575869	
228244_at	0.06692313	BLOC1S3
231314_at	0.07150767	
1556881_at	0.09281457	ARHGEF33
216741_at	0.05165235	
235375_x_at	0.0556688	TTC9B
244437_at	0.07375668	LOC101927340
237184_at	0.0720393	
1569987_at	-0.0769151	DLEU7-AS1
1570384_at	-0.07018874	TAS2R19
213866_at	0.06472831	SAMD14
204298_s_at	-0.13566341	LOX
1564064_a_at	-0.06501068	ATP11B
1565265_at	-0.06422398	
208746_x_at	-0.05659104	ATP5L
235217_at	-0.13943955	LINC01004
240386_at	-0.06659737	
242611_at	0.09572818	
1552727_s_at	-0.10451179	ADAMTS17
1552439_s_at	0.10382374	MEGF11
227335_at	0.07839857	DIDO1
204295_at	0.08065648	SURF1
236159_x_at	0.0706891	
203673_at	-0.07876545	TG
244804_at	0.18553181	SQSTM1
220747_at	-0.05593805	LINC00652
232019_at	-0.04697972	ZKSCAN2
228858_at	0.06047408	
241072_s_at	0.05250829	IGF1
238152_at	-0.06650374	C11orf95
233705_at	0.06375927	PACSIN2
222003_s_at	-0.06450639	DOCK6
231651_at	0.06886106	EFCAB13
228151_at	-0.10233338	ARL15
1560885_x_at	0.06147465	SLC17A1
224085_at	0.05972705	
1553832_at	0.05506879	LINC00315
206761_at	0.10610337	CD96
239884_at	0.24864783	CADPS
238413_at	-0.07459534	RRN3P3
227701_at	0.0945028	CCDC186
221961_at	0.05804655	CLCN7
201744_s_at	-0.12301086	LUM
1568916_at	0.07059177	SPIRE2
215229_at	-0.12078024	LOC100129973
243269_s_at	0.06203166	FAM205BP///FAM205A
217138_x_at	0.06747466	IGLC1
235066_at	-0.08513531	MAP4
244470_at	-0.10383894	
210060_at	-0.05816647	PDE6G
242977_at	-0.06470775	
1558177_at	-0.0507011	TMEM229B
234425_at	0.06269085	
1559630_at	0.05334402	
213028_at	-0.05970939	NFRKB
238138_at	-0.05768537	CANX
1569731_at	-0.07170358	
221225_at	0.06706753	DCAKD
202843_at	-0.16102083	DNAJB9
234253_at	-0.0867272	MYCN
234160_at	0.06989458	
241895_at	-0.04886196	CYP4F62P
243251_at	0.0628315	LOC101929719
219075_at	-0.06229405	YIPF2
244867_at	-0.06400707	
1563405_at	0.05367606	ATP4B
1563298_at	-0.05030023	LOC101927331
213716_s_at	0.07523615	SECTM1
207073_at	0.06614513	CDKL2
227685_at	0.11591157	TMF1
220396_at	-0.05609758	SLC35E3
235396_at	-0.05702943	TANGO2
1552917_at	0.05687336	IFNL1
1560129_at	-0.06937815	
1556849_at	-0.08821039	
217011_at	-0.0526483	GBX1
1554970_at	0.0683215	PDILT
226578_s_at	0.05810931	DUSP1
1555656_at	-0.05065963	CD300LG
216136_at	-0.06209929	
228536_at	-0.11980442	PRMT9
217050_at	-0.05575785	DIAPH2-AS1
1552549_a_at	-0.06731978	BSND
212199_at	-0.05602458	MRFAP1L1
236624_at	-0.0563177	LINC01128
211197_s_at	-0.05376471	ICOSLG
235275_at	-0.09833573	BMP8B
1569001_at	0.06895624	BMP1
231695_at	0.05343196	
237351_at	-0.05923221	LOC284825
1552995_at	0.04846839	IL27
231636_s_at	0.05428108	
218327_s_at	0.06708262	SNAP29
239047_at	-0.09440218	FAM122C
234814_at	-0.07481614	
202846_s_at	-0.05205886	PIGC
209954_x_at	-0.05600795	SS18
240858_at	-0.0728872	
228387_at	-0.1407932	LINC01355
205945_at	-0.13006597	IL6R
217224_at	-0.05082778	
218242_s_at	0.06662719	KMT5B
239748_x_at	0.0570006	OCIAD1
214582_at	-0.09870807	PDE3B
1561026_a_at	0.07339525	CDKAL1
1562169_at	-0.08414659	
1553533_at	-0.05231525	JPH1
208207_at	0.05933756	
237050_at	0.07171082	
214133_at	-0.07351288	MUC6
241880_x_at	-0.05167439	
1562484_at	0.06955975	MEIOC
206777_s_at	-0.13982985	CRYBB2P1///CRYBB2
243922_at	0.06357083	
225276_at	0.0556613	GSPT1
208233_at	0.08781928	PDPN
202527_s_at	-0.07113543	SMAD4
200676_s_at	-0.06220985	UBE2L3
205710_at	0.06834255	LRP2
236680_at	-0.08450447	
229524_at	0.07767353	EFCAB14
234004_at	-0.07845669	TTC28
1564713_a_at	-0.0539572	FOXN4
241374_at	0.06296738	TMEM39A
210161_at	0.07651446	NFATC1
234716_at	0.07450399	ZIC1
242914_at	0.06274996	
207193_at	-0.05353351	AGRP
203748_x_at	0.07044011	RBMS1
220706_at	0.06562776	ADAMTS7
201031_s_at	-0.05142329	HNRNPH1
1552584_at	-0.09724943	IL12RB1
220699_s_at	-0.05926382	PRO2214
223426_s_at	-0.07271465	EPB41L4B
202622_s_at	-0.05214079	ATXN2
204335_at	0.04947959	CCDC94
204474_at	-0.05551847	ZNF142
1564937_at	-0.07630016	
200877_at	-0.06152035	CCT4
231851_at	-0.14580908	RAVER2
229555_at	-0.07171415	GALNT5
229410_at	-0.05487278	SLC35E1
1568603_at	0.22949	CADPS
240826_at	-0.04989343	
1554714_at	-0.06159429	RELL1
235023_at	0.08884662	VPS13C
1569044_at	-0.06328115	CDC42BPG
1559159_at	0.09377754	CEP68
216981_x_at	-0.06581587	SPN
1563641_a_at	0.05827984	SNX20
214000_s_at	-0.08405583	RGS10
226833_at	-0.05550222	CYB5D1
1562338_at	0.06308575	MARCH1
1563361_at	-0.05984614	RNF216
215366_at	-0.07131233	SNX13
1565934_at	0.08423206	ZGRF1
235224_s_at	0.08845502	CAND1
217074_at	0.06495623	SMOX
208317_at	-0.06177307	XYLB
205856_at	0.05870588	SLC14A1
225391_at	-0.06514505	LOC93622
205531_s_at	0.09144129	GLS2
215982_s_at	0.07878759	DXO
1559492_at	0.07127023	LOC100506844
220988_s_at	-0.08954146	C1QTNF3
227542_at	0.10570233	SOCS6
214371_at	0.07563605	TSSK2
225663_at	-0.0675893	ACBD5
1560595_at	-0.07224436	LOC100128993
242978_x_at	0.0545585	
226175_at	0.05015728	TTC9C
215782_at	0.07951436	RAB40AL
217798_at	0.05679001	CNOT2
243320_at	-0.08538211	
207468_s_at	0.07459491	SFRP5
221389_at	0.05154553	PLA2G2E
1563389_at	0.06656002	TH2LCRR
225363_at	0.08384738	PTEN
222783_s_at	0.05072523	SMOC1
234012_at	0.05964288	
203406_at	-0.06148393	MFAP1
1567244_at	0.0574841	OR5J2
221641_s_at	0.05548706	ACOT9
1564192_at	-0.0660317	
237517_at	-0.05833931	
233475_at	-0.05406562	MGC32805
1564074_at	0.05193484	
222814_s_at	-0.07180658	ZNHIT2
211481_at	-0.07557043	SLCO1A2
241612_at	0.04596035	FOXD3
241779_at	-0.07924874	MTX3
229360_at	-0.08300422	ZNF280B
211717_at	-0.04048477	ANKRD40
229712_at	-0.11283019	SNAPC3
1569270_at	-0.06342478	LOC100134368
204594_s_at	-0.05624301	MIEF1
226843_s_at	0.07435877	PAPD5
243253_at	-0.0795169	
215353_at	0.06919511	GIMAP5
1565817_at	-0.09431496	IKZF1
1567698_x_at	-0.06248999	
218337_at	-0.04999835	FAM160B2
1555450_a_at	-0.07772496	NAA16
220685_at	-0.06061803	FAM120C
223153_x_at	-0.05415962	TMUB1
225718_at	-0.05458798	LNPK
1560706_at	0.0731222	NEDD9
233942_at	0.06151325	CYP51A1-AS1
1553087_at	-0.07660476	C18orf12
242753_x_at	0.05895393	AP1AR
221237_s_at	0.06455081	OSBP2
219472_at	0.05177725	CENPO
236399_at	0.06122663	LOC101927851
238415_at	0.07826782	
237692_at	0.06909153	
203820_s_at	0.07332651	IGF2BP3
242830_at	-0.06076184	
232221_x_at	0.05960971	RSBN1L
228795_at	-0.05515148	PRKCB
241878_at	0.0932593	
222591_at	-0.06346497	STYXL1
236781_at	0.13790696	
1562426_a_at	0.05059835	STK24
212890_at	0.04657888	SLC38A10
1569874_s_at	0.06641229	LIPJ
224844_at	0.06414635	SLAIN2
1560926_at	-0.10429354	
233934_at	-0.07752872	MIR490///LOC349160
220689_at	0.06652157	NODAL
210403_s_at	0.05289059	KCNJ1
238972_at	0.06296836	
207351_s_at	-0.07642625	SH2D2A
222897_s_at	-0.06364592	ZFP64
200082_s_at	0.04964642	RPS7
232698_at	-0.05600349	BPIFB2
242795_at	-0.07303308	
1553523_at	-0.07031702	NLRP14
1554222_at	-0.06691871	MGC45922
224642_at	-0.0827011	FYTTD1
1564744_at	-0.06323261	
211372_s_at	-0.07860829	IL1R2
1568711_a_at	-0.04999494	LOC105369860
241496_at	-0.09003923	BTNL9
1555084_at	0.06801129	
215927_at	-0.0442324	ARFGEF2
1555053_at	-0.07419848	SYT9
210327_s_at	-0.06484967	AGXT
242248_at	0.0798486	PHKB
204389_at	-0.19528097	MAOA
230548_at	0.05761715	LOC100505942
236905_at	0.05803498	
216231_s_at	0.07146595	B2M
1566809_a_at	-0.05703697	
220893_at	-0.06395132	LOC57399
1564684_at	-0.0640605	BTN2A2
1570448_at	-0.0657361	
236351_at	-0.08070893	DPP10-AS1
217336_at	0.07569418	
1557607_at	-0.06536181	LOC284080
244092_at	-0.08076203	ZRANB3
231829_at	-0.07734307	MAVS
228142_at	-0.08503385	UQCR10
222676_at	-0.04046879	FLJ30064///BRI3
222527_s_at	-0.06617797	RBM22
224060_s_at	0.05755332	DPH5
219727_at	0.1719406	DUOX2
203646_at	0.30251466	FDX1
207383_s_at	-0.04577853	RHBDL1
223625_at	-0.0554143	FAM126A
219030_at	0.06590228	TPRKB
233567_at	-0.06330795	IPO9-AS1
237965_at	0.0566573	
216673_at	0.0719279	TTTY1B///TTTY1
216265_x_at	-0.07619637	MYH7
230651_at	-0.0823426	
234679_at	0.06385813	KRTAP9-3
201703_s_at	-0.07081636	PPP1R10
1570206_at	0.0569415	LOC101928797
216830_at	0.0641713	LOC101929047///HERC2P10///HERC2
1560018_at	-0.05489143	ARPP21
229264_at	0.10563813	
222818_at	0.06621268	OSBPL10
208508_s_at	0.05582199	OR2J2
1563073_at	0.06363938	LINC01282
206565_x_at	-0.18060503	SMA4
229642_at	0.05962968	ARHGEF7
212905_at	-0.07587391	CSTF2T
223136_at	0.07282151	AIG1
1552287_s_at	0.06164543	AFG3L1P
225200_at	0.10003192	DPH3
1555301_a_at	0.07147175	DIP2A
217046_s_at	0.05671444	AGER
208720_s_at	0.07856004	RBM39
243883_at	-0.04847467	MMP15
216294_s_at	-0.0797309	KIAA1109
230540_at	-0.05235498	SPTBN1
34225_at	-0.06167544	MIR943///NELFA
223630_at	-0.05515858	C7orf13
208044_s_at	0.05792289	PPARD
1564559_at	0.05167676	LOC728073
230832_at	-0.05810365	RTF1
1560108_at	-0.07087131	LOC401433///NUB1
216179_x_at	-0.05126592	
204995_at	0.09689546	CDK5R1
1563541_at	0.06516542	
1552755_at	0.04816774	C9orf66
207739_s_at	0.06639019	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1
240028_at	-0.06076536	FSIP2
205182_s_at	-0.05656809	ZNF324
208040_s_at	0.05975833	MYBPC3
221563_at	-0.11341969	DUSP10
214715_x_at	0.07737359	ZNF160
1569306_at	-0.05331314	LOC105371622
227609_at	-0.13249534	EPSTI1
45687_at	-0.04795663	PRR14
204911_s_at	-0.07076024	TRIM3
215431_at	0.05540597	SNTB1
1570235_at	0.05466969	MGC27382
230967_s_at	0.10289987	USP7
238901_at	0.08365733	LINC01133
208538_at	0.07125225	ANP32C
205314_x_at	0.06656971	SNTB2
239247_at	-0.13237022	CD99P1
220982_s_at	0.05927342	SPACA1
234226_at	-0.06523078	OPN4
206822_s_at	-0.08199613	L3MBTL1
204521_at	0.09527519	FAM216A
1552608_at	0.06273686	WFDC11
1560646_at	-0.0669457	METTL21EP
241623_at	-0.07233208	PTPN2
217701_x_at	-0.08410609	
222362_at	-0.06020866	AGFG2
243984_at	0.05241302	SCRG1
205919_at	0.05742732	HBE1
240823_at	-0.08458776	
242565_x_at	-0.1301835	YBEY
233269_at	0.06840651	
1555289_at	-0.05739578	SEC16B
231401_s_at	-0.05643116	MLX
226410_at	-0.06808354	CTU2
1559925_s_at	-0.07369924	LOC102723757
202216_x_at	0.04910331	NFYC
211110_s_at	-0.10661144	AR
217844_at	0.06416683	CTDSP1
1563808_at	-0.05996013	MCF2L
202769_at	-0.09159996	CCNG2
204720_s_at	-0.20860797	DNAJC6
239452_at	-0.07160642	
1557501_a_at	0.05953624	
1553209_at	-0.07586864	RNFT2
243627_at	0.07663708	
222888_at	0.06706399	CCNJ
217531_at	0.05600827	
241427_x_at	0.05510828	
1553191_at	0.10413264	DST
1562157_at	-0.05681758	LINC01526
232922_s_at	0.05767461	SLC17A9
201512_s_at	0.05880851	TOMM70
230657_at	0.10592411	TMEM165
215802_at	-0.15608579	
240810_at	-0.04872185	MKNK1-AS1
217105_at	0.06726748	
1558082_at	0.0598877	CCDC171
240401_at	0.06402402	
232467_at	-0.0596049	KIRREL
223523_at	0.07035027	TMEM108
236455_at	0.07412599	
1554947_at	0.05046396	ACAT1
201870_at	-0.10953109	TOMM34
236564_at	-0.08261965	
223964_x_at	-0.06094915	
237837_at	0.04776595	
209723_at	0.11326077	SERPINB9
1561984_at	0.05514841	LINC00838
1566484_at	-0.08991479	
226329_s_at	0.06072972	MITD1
214402_s_at	0.05907489	SFI1
214530_x_at	-0.06310071	EPB41
1565892_at	-0.06130748	
242637_at	0.06221617	
208872_s_at	-0.06885661	REEP5
240844_at	0.06511826	
207946_at	0.04777736	MAML3
237070_at	0.05829657	TRPM1
224309_s_at	0.05503925	SUGT1
223131_s_at	-0.08610991	TRIM8
228746_s_at	0.07627953	
217135_x_at	-0.06965146	
1554610_at	-0.06810614	ANKMY1
237734_s_at	0.05950652	CCDC37-AS1
241999_at	-0.0616587	SFXN5
220481_at	-0.09502437	GPR75
229867_at	0.06153928	BTBD9
238124_at	0.07218532	MYOM3
207491_at	-0.0572143	MOGAT2
234981_x_at	0.06064121	CMBL
242755_at	-0.06949851	
221793_at	0.07357111	DOCK6
206223_at	-0.06477484	LMTK2
224131_at	-0.05788073	HCAR1
203621_at	0.04479265	NDUFB5
1561537_at	-0.04472662	OGFRP1
220831_at	-0.07812434	GCNT4
227683_x_at	0.06334683	NUDT4
235129_at	-0.05896235	PPP1R1A
202324_s_at	0.07331502	ACBD3
204816_s_at	-0.05946118	DHX34
217662_x_at	-0.08036568	
233350_s_at	-0.05036828	TEX264
203269_at	-0.05706969	NSMAF
220286_at	-0.05464478	MTMR10
1557143_at	-0.05477053	CSMD2
227264_at	0.06179392	TRAF6
242935_at	0.08620437	SBF2
205440_s_at	0.12304588	NPY1R
1554945_x_at	0.04409628	VIL1
231303_at	-0.06703536	LINC00158
223743_s_at	-0.0914782	MRPL4
218909_at	0.05703964	RPS6KC1
237174_at	0.07096137	
1558756_at	0.06734392	C2CD3
1569253_at	-0.07335866	INTS4
241354_at	-0.06172737	ASMTL-AS1
242702_at	-0.08810261	MMAA
243033_at	-0.06158206	TWF1
243220_at	-0.06253087	
220837_at	-0.05236881	LOC100996325
238833_at	0.10010111	
234858_at	0.0526339	
223543_at	0.05402945	PDZD4
1552455_at	0.15814987	PRUNE2
1563082_at	-0.04907829	LINC00486
214395_x_at	0.0630244	EEF1D
238118_s_at	-0.07601422	PPOX
220328_at	-0.0844534	PHC3
221700_s_at	0.04999397	UBA52
225195_at	-0.15093851	DPH3
1566110_at	-0.05404971	PIEZO1
227329_at	0.09224299	ZBTB46
220739_s_at	0.07961401	CNNM3
1562247_at	-0.06208636	LOC286058
223377_x_at	-0.06162594	CISH
207162_s_at	0.06921061	CACNA1B
1559763_at	0.05376428	ZC3H12C
219169_s_at	-0.07791792	TFB1M
231839_at	-0.06333308	PDE12
233526_at	-0.0630743	
243486_at	-0.0463544	
1568997_at	-0.06610508	POLR1E
206688_s_at	-0.06691198	CPSF4
231092_s_at	0.05885966	ZNRF1
1556394_a_at	0.05817545	
215753_at	0.05970322	
1566135_at	0.053833	CARHSP1
239967_at	-0.05089018	
234251_at	-0.05674328	
1570030_at	-0.0543768	ZNF396
215674_at	0.04888385	
1562771_at	-0.07506852	LOC101928277
238809_at	-0.0574975	C5orf51
1559732_at	-0.16494164	NUB1
204381_at	0.07488266	LRP3
228350_at	-0.04903689	UNC13D
234874_at	-0.06684068	ATE1
211357_s_at	0.07408259	ALDOB
220610_s_at	0.05984899	LRRFIP2
207885_at	-0.06768934	S100G
1562582_at	0.0622304	
233179_x_at	-0.05039066	SIRT6
235966_at	-0.0583734	DAB2IP
207934_at	0.04301732	RFPL1
242004_x_at	-0.06712047	
206990_at	0.06432601	TNR
1555028_at	-0.0478642	BRD3
236747_at	0.05454712	CLIP1-AS1
218640_s_at	-0.08450908	PLEKHF2
219224_x_at	-0.05183392	ZNF408
221418_s_at	-0.06669043	MED16
236806_at	0.0565893	
228997_at	-0.06156777	TRNAU1AP
204327_s_at	0.06912068	ZNF202
214828_s_at	-0.06786371	RRP7BP///RRP7A
1568887_at	0.04868983	LOC102724382
202563_at	0.061395	C14orf1
1559980_at	-0.0684251	ZNF7
221682_s_at	-0.06348844	PCDHGB6
1562616_at	-0.05016488	
219639_x_at	0.05006956	PARP6
217636_at	-0.06088554	POLG
221202_at	0.06889069	
1560099_at	0.05444234	CCDC144NL-AS1
224939_at	0.05082279	NUFIP2
229755_x_at	0.06861939	DLL3
240158_at	0.08099117	
1564807_at	-0.05769534	
236588_at	-0.06765907	CFDP1
237768_x_at	0.0636863	
212484_at	0.06718199	FAM89B
AFFX-TrpnX-5_at	-0.0503266	
211472_at	0.05438835	PLXNB2
207472_at	0.06328742	RARS2
214342_at	0.04637614	ATXN7L1
1568888_at	-0.04983708	LOC100507283
205252_at	0.06457436	ZNF174
202673_at	0.05898042	DPM1
207580_at	0.05215171	MAGEB4
219120_at	-0.06198684	WDCP
222952_s_at	-0.06550569	TLR7
216711_s_at	-0.05823319	TAF1
56821_at	-0.05490419	SLC38A7
234205_at	-0.05531321	
234410_at	0.04645703	GABRR3
203217_s_at	-0.09030519	ST3GAL5
1561041_at	-0.05739779	TNRC6C
234148_at	0.08489353	
1554601_at	0.07038201	NKAIN2
1569277_at	-0.067504	ZNF91
1561290_at	0.04879932	LOC339622
238928_at	0.06361609	
47773_at	-0.05019735	FBXO42
1555278_a_at	-0.07128184	CKAP5
232055_at	-0.06253209	SFXN1
231452_at	-0.06120232	HRASLS5
1552599_at	0.08654806	PXT1
219251_s_at	-0.06769822	WDR60
242920_at	0.09152513	
235885_at	0.05454294	P2RY12
223886_s_at	0.05485124	RNF146
222194_at	-0.04569282	FAM66D
221032_s_at	-0.05750046	TMPRSS5
215987_at	0.06607101	RAPGEF2
201347_x_at	-0.06414208	GRHPR
208709_s_at	-0.04473132	NRDC
210942_s_at	0.14901833	ST3GAL6
1560978_at	0.0783194	
222824_at	-0.09231687	NUDT5
233745_at	-0.0809688	PTOV1-AS1
212437_at	0.05286146	CENPB
214611_at	-0.06039661	GRIK1
237082_at	0.08007483	
211005_at	0.07073149	LAT
216308_x_at	-0.06554835	GRHPR
1555375_at	0.05191968	GRIK2
211647_x_at	0.07014625	IGHM///IGHG1
1566680_at	0.06215344	LOC105371352
242252_at	-0.04707154	
228148_at	-0.04330521	ZNF584
230566_at	-0.05573729	MORC2-AS1
223440_at	-0.06825346	C16orf70
201980_s_at	0.09181833	RSU1
239029_at	-0.07594798	TMCC1
237575_at	0.05560243	
216098_s_at	0.07263065	HTR7P1///HTR7
1552868_at	0.04464759	CIRBP-AS1
220720_x_at	0.07904975	MZT2B
242602_x_at	-0.07765927	ZNF254
233683_at	0.05912958	
226098_at	0.10369679	IFT80
227125_at	0.05588737	IFNAR2
235636_at	-0.06572987	
231672_at	-0.07595362	LOC100653086
214917_at	-0.09637198	PRKAA1
1567379_at	0.05998378	
225416_at	-0.04870771	RLIM
